YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ORIGIN_MIN_TEMPERATURE,ORIGIN_MAX_TEMPERATURE,ORIGIN_SNOW_CM,ORIGIN_AVG_WIND,ORIGIN_AVG_VISIBILITY,DESTINATION_MIN_TEMPERATURE,DESTINATION_MAX_TEMPERATURE,DESTINATION_SNOW_CM,DESTINATION_AVG_WIND,DESTINATION_AVG_VISIBILITY
2015,2,6,5,WN,805,N210WN,BNA,LGA,620,616,-4,17,633,135,131,107,764,920,7,935,927,-8,0,0,,,,,,,22,47,0.0,3.875,10.0,8,23,0.0,11.5,10.0
2015,3,9,1,AA,1361,N3MDAA,BNA,LAX,640,730,50,25,755,290,276,243,1797,958,8,930,1006,36,0,0,,0,0,36,0,0,42,58,0.0,3.0,5.0,32,32,0.0,5.75,9.5
2015,1,7,3,DL,1066,N963DL,ATL,BNA,952,950,-2,15,1005,70,57,39,214,944,3,1002,947,-15,0,0,,,,,,,16,39,0.0,14.75,10.0,11,25,0.0,13.75,8.75
2015,4,25,6,AA,1673,N4YAAA,BNA,DFW,1736,1824,48,8,1832,127,108,95,631,2007,5,1943,2012,29,0,0,,0,0,0,29,0,55,80,0.0,7.25,7.5,59,86,0.0,10.375,10.0
2015,9,12,6,WN,1144,N8301J,BNA,PHX,1455,1457,2,16,1513,220,207,186,1449,1619,5,1635,1624,-11,0,0,,,,,,,54,71,0.0,7.125,8.75,81,102,0.0,3.25,10.0
2015,5,31,7,WN,604,N499WN,BNA,DCA,1740,1958,138,11,2009,100,89,74,562,2223,4,2020,2227,127,0,0,,0,0,127,0,0,64,78,0.0,3.5,5.875,66,89,0.0,8.875,10.0
2015,4,8,3,DL,2006,N325NB,DTW,BNA,1215,1214,-1,28,1242,98,106,72,456,1254,6,1253,1300,7,0,0,,,,,,,37,46,0.0,7.25,8.75,64,81,0.0,6.5,7.0
2015,6,21,7,MQ,3607,N517MQ,LGA,BNA,2000,2022,22,93,2155,154,202,103,764,2238,6,2134,2244,70,0,0,,48,0,0,22,0,69,84,0.0,11.0,8.125,71,93,0.0,5.5,9.0
2015,5,3,7,WN,3598,N562WN,MCI,BNA,605,600,-5,10,610,90,79,65,491,715,4,735,719,-16,0,0,,,,,,,61,82,0.0,17.5,9.75,53,78,0.0,4.375,10.0
2015,5,4,1,WN,2570,N244WN,BNA,LGA,1425,1444,19,9,1453,135,137,108,764,1741,20,1740,1801,21,0,0,,2,0,5,14,0,56,83,0.0,5.375,10.0,52,74,0.0,10.25,10.0
2015,12,23,3,WN,4433,N7733B,BNA,CLE,950,950,0,7,957,85,76,62,448,1159,7,1215,1206,-9,0,0,,,,,,,62,66,0.0,11.125,7.375,47,60,0.0,12.375,10.0
2015,4,7,2,WN,3647,N256WN,CHS,BNA,1855,1912,17,10,1922,90,85,69,439,1931,6,1925,1937,12,0,0,,,,,,,63,73,0.0,3.875,7.875,63,71,0.0,6.625,6.125
2015,6,22,1,MQ,3506,N517MQ,ORD,BNA,2145,2144,-1,17,2201,88,82,59,409,2300,6,2313,2306,-7,0,0,,,,,,,64,77,0.0,13.25,7.625,72,94,0.0,4.75,7.75
2015,11,2,1,DL,2328,N345NB,DTW,BNA,1703,1720,17,13,1733,103,84,67,456,1740,4,1746,1744,-2,0,0,,,,,,,44,64,0.0,6.75,10.0,58,68,0.0,3.125,3.75
2015,9,3,4,WN,539,N954WN,LAS,BNA,1730,1744,14,9,1753,215,195,181,1587,2254,5,2305,2259,-6,0,0,,,,,,,76,89,0.0,10.375,10.0,68,94,0.0,2.0,9.75
2015,12,5,6,WN,18,N941WN,BNA,EWR,1220,1238,18,13,1251,120,131,111,748,1542,7,1520,1549,29,0,0,,11,0,0,18,0,31,54,0.0,3.75,9.0,32,32,0.0,3.875,10.0
2015,9,30,3,WN,363,N931WN,BNA,PHX,935,943,8,9,952,230,212,198,1449,1110,5,1125,1115,-10,0,0,,,,,,,61,68,0.0,7.0,7.5,79,101,0.0,3.375,10.0
2015,6,11,4,MQ,3123,N534MQ,ORD,BNA,1705,1830,85,33,1903,100,95,58,409,2001,4,1845,2005,80,0,0,,20,0,0,60,0,61,66,0.0,7.875,8.75,69,90,0.0,4.625,9.875
2015,3,18,3,WN,3408,N919WN,BNA,DAL,1545,1545,0,10,1555,120,104,90,623,1725,4,1745,1729,-16,0,0,,,,,,,49,65,0.0,8.875,8.625,58,70,0.0,9.5,9.125
2015,1,2,5,AA,2464,N4XGAA,DFW,BNA,1100,1121,21,13,1134,100,96,77,631,1251,6,1240,1257,17,0,0,,0,0,14,3,0,37,41,0.0,6.0,7.5,35,42,0.0,3.5,9.0
2015,12,10,4,UA,1029,N832UA,DEN,BNA,1115,1109,-6,13,1122,152,140,119,1014,1421,8,1447,1429,-18,0,0,,,,,,,36,60,0.0,7.5,10.0,48,58,0.0,5.625,4.0
2015,12,29,2,WN,1835,N270WN,FLL,BNA,1840,1912,32,14,1926,145,125,106,793,2012,5,2005,2017,12,0,0,,,,,,,32,32,0.0,11.5,10.0,38,49,0.0,4.0,9.875
2015,9,27,7,DL,1268,N301NB,BNA,DTW,630,626,-4,10,636,96,86,68,456,844,8,906,852,-14,0,0,,,,,,,63,79,0.0,4.0,7.5,62,74,0.0,9.75,10.0
2015,9,4,5,WN,2167,N912WN,BNA,CLE,2030,2057,27,12,2109,85,86,69,448,2318,5,2255,2323,28,0,0,,1,0,0,27,0,69,83,0.0,3.625,9.5,66,77,0.0,7.375,9.625
2015,4,27,1,WN,864,N365SW,BNA,BWI,1125,1121,-4,11,1132,105,95,79,587,1351,5,1410,1356,-14,0,0,,,,,,,44,63,0.0,5.0,7.875,32,32,0.0,8.125,10.0
2015,8,9,7,MQ,3275,N506MQ,ORD,BNA,1959,2035,36,15,2050,87,73,53,409,2143,5,2126,2148,22,0,0,,0,0,16,6,0,67,74,0.0,4.375,8.25,66,94,0.0,2.875,10.0
2015,12,23,3,AS,734,N442AS,SEA,BNA,935,927,-8,32,959,260,284,247,1978,1606,5,1555,1611,16,0,0,,16,0,0,0,0,38,41,0.0,11.75,10.0,62,66,0.0,11.125,7.375
2015,7,13,1,MQ,3360,N515MQ,ORD,BNA,1215,1501,166,16,1517,97,76,53,409,1610,7,1352,1617,145,0,0,,145,0,0,0,0,67,82,0.0,10.75,9.75,73,94,0.0,4.5,8.0
2015,6,16,2,WN,339,N375SW,FLL,BNA,1925,1938,13,13,1951,135,130,110,793,2041,7,2040,2048,8,0,0,,,,,,,32,32,0.0,7.0,9.875,71,91,0.0,3.375,9.75
2015,1,21,3,MQ,3091,N679MQ,BNA,JFK,1225,1302,37,17,1319,144,146,109,765,1608,20,1549,1628,39,0,0,,2,0,1,36,0,35,53,0.0,3.75,6.5,26,32,0.2,5.0,9.375
2015,11,28,6,WN,2910,N763SW,MCO,BNA,1355,1354,-1,13,1407,115,126,108,616,1455,5,1450,1500,10,0,0,,,,,,,32,32,0.0,8.0,9.0,59,61,0.0,4.75,6.0
2015,6,8,1,WN,1967,N388SW,BOS,BNA,1645,1720,35,32,1752,175,198,161,942,1933,5,1840,1938,58,0,0,,23,0,5,30,0,51,74,0.0,12.375,10.0,68,83,0.0,6.625,8.25
2015,3,24,2,F9,238,N929FR,DEN,BNA,835,840,5,13,853,144,146,123,1014,1156,10,1159,1206,7,0,0,,,,,,,35,57,0.0,6.25,9.875,48,73,0.0,3.75,9.0
2015,3,5,4,DL,1699,N3755D,BNA,DTW,1610,1635,25,15,1650,98,93,72,456,1902,6,1848,1908,20,0,0,,0,0,0,1,19,16,28,2.0,10.125,7.625,-3,14,0.0,6.5,7.75
2015,8,2,7,WN,332,N730SW,BNA,LAX,1210,1208,-2,8,1216,260,251,236,1797,1412,7,1430,1419,-11,0,0,,,,,,,61,92,0.0,2.375,10.0,32,32,0.0,4.0,8.75
2015,1,3,6,WN,2108,N234WN,BNA,PHX,1805,1937,92,8,1945,245,219,206,1449,2211,5,2110,2216,66,0,0,,0,0,0,66,0,44,60,0.0,11.25,7.375,34,48,0.0,3.0,10.0
2015,7,13,1,UA,842,N803UA,BNA,IAH,550,549,-1,12,601,127,107,89,657,730,6,757,736,-21,0,0,,,,,,,73,94,0.0,4.5,8.0,32,32,0.0,6.375,9.0
2015,12,29,2,WN,389,N719SW,BWI,BNA,805,941,96,14,955,120,113,93,587,1028,6,905,1034,89,0,0,,0,0,89,0,0,32,32,0.0,6.375,9.875,38,49,0.0,4.0,9.875
2015,9,6,7,WN,6534,N713SW,BNA,DEN,1530,1526,-4,7,1533,170,152,139,1014,1652,6,1720,1658,-22,0,0,,,,,,,69,94,0.0,3.625,9.375,61,82,0.0,5.0,9.75
2015,11,19,4,WN,1136,N950WN,BNA,TPA,1935,1952,17,9,2001,100,95,83,612,2224,3,2215,2227,12,0,0,,,,,,,46,63,0.0,5.0,6.25,74,82,0.0,7.0,8.75
2015,2,13,5,WN,465,N559WN,MDW,BNA,615,614,-1,12,626,90,85,61,395,727,12,745,739,-6,0,0,,,,,,,9,23,0.0,12.125,8.75,19,37,0.0,3.25,10.0
2015,6,1,1,WN,282,N938WN,PHX,BNA,1910,1932,22,9,1941,195,192,179,1449,40,4,25,44,19,0,0,,0,0,16,3,0,73,101,0.0,6.625,10.0,61,71,0.0,3.75,6.25
2015,7,12,7,WN,3297,N660SW,BOS,BNA,530,538,8,12,550,170,144,126,942,656,6,720,702,-18,0,0,,,,,,,64,89,0.0,4.75,10.0,71,91,0.0,5.0,9.875
2015,2,13,5,WN,4558,N627SW,BNA,MCO,1640,1734,54,15,1749,110,102,80,616,2009,7,1930,2016,46,0,0,,0,0,26,20,0,19,37,0.0,3.25,10.0,32,32,0.0,8.25,10.0
2015,9,16,3,EV,4354,N12922,BNA,IAH,600,600,0,12,612,130,120,99,657,751,9,810,800,-10,0,0,,,,,,,62,79,0.0,5.25,9.625,32,32,0.0,5.375,9.5
2015,12,1,2,WN,3159,N959WN,DCA,BNA,1250,1340,50,13,1353,115,116,98,562,1431,5,1345,1436,51,0,0,,1,0,50,0,0,44,47,0.0,3.75,4.125,51,62,0.0,4.75,6.0
2015,2,9,1,WN,431,N8658A,BNA,TPA,1810,1816,6,13,1829,105,97,80,612,2049,4,2055,2053,-2,0,0,,,,,,,34,55,0.1,7.875,7.125,59,67,0.0,3.875,10.0
2015,9,4,5,EV,4576,N29906,BNA,EWR,1559,1737,98,19,1756,137,157,124,748,2100,14,1916,2114,118,0,0,,74,0,20,24,0,69,83,0.0,3.625,9.5,32,32,0.0,6.5,9.375
2015,9,3,4,WN,2924,N257WN,BNA,MSY,1535,1539,4,10,1549,90,91,64,471,1653,17,1705,1710,5,0,0,,,,,,,68,94,0.0,2.0,9.75,32,32,0.0,5.625,10.0
2015,12,23,3,WN,1288,N932WN,SAT,BNA,1900,1926,26,7,1933,125,122,105,822,2118,10,2105,2128,23,0,0,,0,0,5,18,0,61,78,0.0,7.25,7.5,62,66,0.0,11.125,7.375
2015,12,20,7,WN,4191,N8638A,BNA,PHX,655,652,-3,13,705,245,237,217,1449,942,7,1000,949,-11,0,0,,,,,,,39,48,0.0,8.625,8.625,48,63,0.0,4.25,10.0
2015,8,10,1,WN,1277,N629SW,DEN,BNA,1915,1934,19,10,1944,150,136,121,1014,2245,5,2245,2250,5,0,0,,,,,,,54,80,0.0,4.875,10.0,67,90,0.0,3.75,9.625
2015,8,7,5,OO,4467,N817SK,BNA,SLC,730,724,-6,16,740,224,216,194,1404,954,6,1014,1000,-14,0,0,,,,,,,65,85,0.0,2.625,6.5,61,76,0.0,10.125,10.0
2015,7,15,3,WN,1154,N210WN,MCO,BNA,1340,1559,139,7,1606,110,111,99,616,1645,5,1430,1650,140,0,0,,1,0,75,64,0,32,32,0.0,9.25,9.875,72,89,0.0,5.0,5.625
2015,7,1,3,WN,604,N8614M,CLE,BNA,635,628,-7,6,634,100,76,64,448,638,6,715,644,-31,0,0,,,,,,,57,70,0.0,6.125,8.0,67,78,0.0,4.75,6.0
2015,6,8,1,DL,94,N341NW,ATL,BNA,1735,1909,94,15,1924,70,77,53,214,1917,9,1745,1926,101,0,0,,7,0,0,94,0,66,87,0.0,5.25,7.625,68,83,0.0,6.625,8.25
2015,6,12,5,EV,4121,N13992,BNA,EWR,607,601,-6,28,629,135,148,111,748,920,9,922,929,7,0,0,,,,,,,69,87,0.0,6.0,7.5,32,32,0.0,7.625,10.0
2015,2,15,7,MQ,3677,N606MQ,ORD,BNA,1030,1227,117,55,1322,89,126,62,409,1424,9,1159,1433,154,0,0,,37,0,0,0,117,5,13,0.5,11.375,7.375,13,29,0.0,7.0,10.0
2015,1,1,4,EV,4738,N12569,BNA,ORD,1140,1125,-15,9,1134,104,100,74,409,1248,17,1324,1305,-19,0,0,,,,,,,26,42,0.0,4.75,10.0,18,29,0.0,19.625,10.0
2015,1,19,1,WN,464,N552WN,BNA,MDW,1840,1902,22,8,1910,95,81,68,395,2018,5,2015,2023,8,0,0,,,,,,,38,60,0.0,5.125,8.0,29,36,0.0,6.875,8.0
2015,1,14,3,WN,4927,N948WN,PHL,BNA,1605,1606,1,17,1623,140,127,103,675,1706,7,1725,1713,-12,0,0,,,,,,,32,32,0.0,8.25,10.0,26,38,0.0,3.25,10.0
2015,4,29,3,WN,309,N411WN,LAS,BNA,1935,2212,157,18,2230,210,215,191,1587,341,6,105,347,162,0,0,,5,0,0,157,0,64,84,0.0,6.75,10.0,45,69,0.0,4.375,10.0
2015,11,12,4,WN,2624,N782SA,MCO,BNA,650,648,-2,10,658,120,104,89,616,727,5,750,732,-18,0,0,,,,,,,32,32,0.0,3.25,9.0,49,65,0.0,8.75,9.75
2015,11,19,4,MQ,3312,N647MQ,BNA,ORD,1724,1800,36,12,1812,117,110,87,409,1939,11,1921,1950,29,0,0,,0,0,29,0,0,46,63,0.0,5.0,6.25,40,48,0.0,22.875,10.0
2015,5,3,7,WN,2408,N923WN,DTW,BNA,1750,1749,-1,7,1756,95,74,63,456,1759,4,1825,1803,-22,0,0,,,,,,,54,75,0.0,9.75,10.0,53,78,0.0,4.375,10.0
2015,1,23,5,DL,866,N358NW,ATL,BNA,1510,1602,52,25,1627,67,68,37,214,1604,6,1517,1610,53,0,0,,1,0,52,0,0,40,45,0.0,8.5,5.5,34,36,0.0,5.625,4.5
2015,1,8,4,WN,479,N233LV,SAN,BNA,1440,1446,6,10,1456,225,226,211,1751,2027,5,2025,2032,7,0,0,,,,,,,57,68,0.0,3.25,10.0,5,25,0.0,9.125,10.0
2015,9,11,5,WN,231,N665WN,HOU,BNA,1005,1117,72,13,1130,110,102,85,670,1255,4,1155,1259,64,0,0,,0,0,64,0,0,32,32,0.0,3.25,9.75,62,85,0.0,4.125,9.0
2015,8,9,7,WN,380,N7725A,MDW,BNA,755,753,-2,10,803,80,72,57,395,900,5,915,905,-10,0,0,,,,,,,67,74,0.0,4.375,8.25,66,94,0.0,2.875,10.0
2015,5,15,5,WN,3769,N448WN,LAX,BNA,1510,1543,33,6,1549,240,219,207,1797,2116,6,2110,2122,12,0,0,,,,,,,32,32,0.0,6.875,9.875,64,80,0.0,7.125,8.5
2015,5,25,1,MQ,3076,N6EAMQ,BNA,LGA,600,556,-4,12,608,131,116,100,764,848,4,911,852,-19,0,0,,,,,,,67,71,0.0,6.375,7.5,58,77,0.0,10.5,10.0
2015,9,28,1,WN,2089,N222WN,BNA,FLL,1855,2209,194,13,2222,125,136,115,793,117,8,2200,125,205,0,0,,11,0,0,194,0,62,80,0.0,3.375,7.875,32,32,0.0,5.0,9.75
2015,3,25,3,WN,3318,N552WN,DEN,BNA,1505,1504,-1,9,1513,140,143,118,1014,1811,16,1825,1827,2,0,0,,,,,,,28,38,2.4,4.5,8.75,58,70,0.0,7.875,9.625
2015,7,14,2,WN,4546,N7734H,BNA,SAN,1700,2016,196,15,2031,245,243,225,1751,2216,3,1905,2219,194,0,0,,0,0,3,191,0,75,91,0.0,6.625,9.25,62,74,0.0,4.875,9.0
2015,4,14,2,MQ,3677,N618MQ,ORD,BNA,1000,957,-3,17,1014,88,88,67,409,1121,4,1128,1125,-3,0,0,,,,,,,41,48,0.0,12.25,9.125,53,68,0.0,8.375,9.375
2015,4,3,5,WN,588,N930WN,BNA,PHL,2115,2131,16,9,2140,110,100,87,675,7,4,5,11,6,0,0,,,,,,,49,69,0.0,10.875,7.5,32,32,0.0,11.125,8.0
2015,7,26,7,DL,1287,N354NB,DTW,BNA,1520,1519,-1,14,1533,92,88,69,456,1542,5,1552,1547,-5,0,0,,,,,,,66,83,0.0,4.0,10.0,65,95,0.0,2.875,10.0
2015,6,18,4,WN,569,N388SW,BNA,MCO,1420,1443,23,18,1501,115,115,89,616,1730,8,1715,1738,23,0,0,,0,0,0,23,0,72,88,0.0,4.5,9.875,32,32,0.0,3.75,9.875
2015,9,11,5,WN,2136,N8658A,BNA,DEN,1845,1852,7,15,1907,170,163,142,1014,2029,6,2035,2035,0,0,0,,,,,,,62,85,0.0,4.125,9.0,48,76,0.0,3.5,10.0
2015,4,30,4,MQ,3018,N532MQ,ORD,BNA,2020,2035,15,20,2055,96,79,54,409,2149,5,2156,2154,-2,0,0,,,,,,,41,44,0.0,12.125,10.0,48,65,0.0,4.75,9.875
2015,6,8,1,WN,1154,N553WN,MCO,BNA,1340,1337,-3,10,1347,110,104,90,616,1417,4,1430,1421,-9,0,0,,,,,,,32,32,0.0,5.75,9.625,68,83,0.0,6.625,8.25
2015,9,19,6,WN,1358,N704SW,PHL,BNA,835,949,74,27,1016,130,127,95,675,1051,5,945,1056,71,0,0,,0,0,71,0,0,32,32,0.0,5.5,7.75,62,81,0.0,4.75,8.625
2015,3,29,7,WN,767,N419WN,BNA,JAX,750,745,-5,9,754,85,76,62,483,956,5,1015,1001,-14,0,0,,,,,,,28,60,0.0,7.125,10.0,45,63,0.0,5.75,10.0
2015,2,21,6,EV,4571,N11187,EWR,BNA,1539,1718,99,39,1757,157,191,139,748,1916,13,1716,1929,133,0,0,,34,0,18,0,81,32,32,0.0,9.25,6.875,30,41,0.0,10.25,7.125
2015,8,13,4,WN,2701,N395SW,BWI,BNA,1200,1159,-1,9,1208,110,97,83,587,1231,5,1250,1236,-14,0,0,,,,,,,32,32,0.0,4.625,10.0,61,85,0.0,4.625,10.0
2015,12,30,3,WN,3114,N967WN,BNA,SAN,1200,1226,26,11,1237,275,271,256,1751,1453,4,1435,1457,22,0,0,,0,0,7,15,0,42,50,0.0,3.75,4.75,47,60,0.0,5.125,10.0
2015,1,17,6,MQ,3086,N506MQ,BNA,LGA,1140,1134,-6,12,1146,124,117,100,764,1426,5,1444,1431,-13,0,0,,,,,,,31,52,0.0,7.0,6.0,17,29,0.0,9.625,10.0
2015,11,6,5,UA,1541,N821UA,IAH,BNA,1916,1936,20,39,2015,116,123,78,657,2133,6,2112,2139,27,0,0,,7,0,12,8,0,32,32,0.0,4.125,6.0,62,71,0.0,6.0,8.375
2015,5,1,5,WN,3028,N230WN,CHS,BNA,1645,1658,13,9,1707,90,83,68,439,1715,6,1715,1721,6,0,0,,,,,,,59,68,0.0,12.0,10.0,39,68,0.0,3.75,7.5
2015,3,3,2,MQ,3430,N543MQ,ORD,BNA,1249,1418,89,10,1428,85,74,60,409,1528,4,1414,1532,78,0,0,,0,0,58,20,0,24,34,0.0,13.25,9.125,37,60,0.0,6.375,4.0
2015,7,10,5,WN,987,N745SW,BOS,BNA,1140,1135,-5,9,1144,165,149,135,942,1259,5,1325,1304,-21,0,0,,,,,,,62,82,0.0,3.5,7.125,70,93,0.0,5.25,10.0
2015,7,24,5,WN,35,N395SW,BNA,BWI,1920,2130,130,11,2141,105,95,80,587,1,4,2205,5,120,0,0,,0,0,0,120,0,68,92,0.0,2.625,8.0,32,32,0.0,6.25,10.0
2015,11,28,6,WN,3785,N400WN,BOS,BNA,2150,2152,2,8,2200,185,162,148,942,2328,6,2355,2334,-21,0,0,,,,,,,41,54,0.0,6.25,7.5,59,61,0.0,4.75,6.0
2015,12,2,3,WN,2131,N960WN,BNA,TPA,1345,1415,30,7,1422,100,104,90,612,1652,7,1625,1659,34,0,0,,4,0,0,30,0,39,51,0.0,5.875,6.5,71,81,0.0,7.125,9.875
