YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ORIGIN_MIN_TEMPERATURE,ORIGIN_MAX_TEMPERATURE,ORIGIN_SNOW_CM,ORIGIN_AVG_WIND,ORIGIN_AVG_VISIBILITY,DESTINATION_MIN_TEMPERATURE,DESTINATION_MAX_TEMPERATURE,DESTINATION_SNOW_CM,DESTINATION_AVG_WIND,DESTINATION_AVG_VISIBILITY
2015,12,30,3,WN,2312,N8627B,BNA,LAS,1520,1559,39,9,1608,255,258,243,1587,1811,6,1735,1817,42,0,0,,3,0,36,3,0,42,50,0.0,3.75,4.75,30,39,0.0,1.75,10.0
2015,1,2,5,AA,2464,N4XGAA,DFW,BNA,1100,1121,21,13,1134,100,96,77,631,1251,6,1240,1257,17,0,0,,0,0,14,3,0,37,41,0.0,6.0,7.5,35,42,0.0,3.5,9.0
2015,1,21,3,MQ,3091,N679MQ,BNA,JFK,1225,1302,37,17,1319,144,146,109,765,1608,20,1549,1628,39,0,0,,2,0,1,36,0,35,53,0.0,3.75,6.5,26,32,0.2,5.0,9.375
2015,12,27,7,WN,320,N276WN,MCI,BNA,705,723,18,14,737,95,85,67,491,844,4,840,848,8,0,0,,,,,,,30,35,0.0,20.375,10.0,61,70,0.0,7.125,5.25
2015,12,10,4,WN,2263,N617SW,SAT,BNA,1925,1951,26,6,1957,125,126,115,822,2152,5,2130,2157,27,0,0,,1,0,0,26,0,58,78,0.0,7.0,7.75,48,58,0.0,5.625,4.0
2015,6,16,2,DL,1066,N305DQ,ATL,BNA,940,936,-4,15,951,71,56,36,214,927,5,951,932,-19,0,0,,,,,,,73,96,0.0,4.0,9.875,71,91,0.0,3.375,9.75
2015,8,8,6,WN,1561,N740SW,BNA,STL,905,901,-4,12,913,65,63,48,272,1001,3,1010,1004,-6,0,0,,,,,,,64,89,0.0,3.25,9.0,32,32,0.0,7.0,9.875
2015,8,21,5,WN,10,N602SW,BNA,HOU,540,535,-5,7,542,120,121,107,670,729,7,740,736,-4,0,0,,,,,,,60,85,0.0,3.5,10.0,32,32,0.0,4.625,6.0
2015,3,10,2,WN,808,N203WN,BNA,LAX,2005,2013,8,7,2020,285,249,235,1797,2215,7,2250,2222,-28,0,0,,,,,,,47,61,0.0,7.625,7.25,32,32,0.0,5.5,9.25
2015,1,4,7,WN,1213,N904WN,MCI,BNA,615,615,0,19,634,95,89,64,491,738,6,750,744,-6,0,0,,,,,,,8,23,0.0,14.625,8.75,32,61,0.0,12.875,6.625
2015,7,15,3,WN,2155,N953WN,DCA,BNA,1925,1922,-3,13,1935,95,94,76,562,1951,5,2000,1956,-4,0,0,,,,,,,68,82,0.0,7.25,9.875,72,89,0.0,5.0,5.625
2015,4,1,3,DL,2599,N956DL,BNA,ATL,1600,1558,-2,24,1622,72,70,40,214,1802,6,1812,1808,-4,0,0,,,,,,,48,70,0.0,5.125,7.75,55,79,0.0,3.75,6.25
2015,9,26,6,AA,1999,N742PS,BNA,CLT,1255,1249,-6,20,1309,83,93,63,328,1512,10,1518,1522,4,0,0,,,,,,,60,71,0.0,4.5,4.75,63,66,0.0,10.0,10.0
2015,5,16,6,DL,2176,N945DL,BNA,ATL,1725,1721,-4,14,1735,70,63,34,214,1909,15,1935,1924,-11,0,0,,,,,,,65,74,0.0,5.875,6.25,61,83,0.0,5.625,10.0
2015,4,1,3,OO,4467,N821SK,BNA,SLC,730,724,-6,19,743,233,231,205,1404,1008,7,1023,1015,-8,0,0,,,,,,,48,70,0.0,5.125,7.75,38,51,0.0,7.375,10.0
2015,2,23,1,DL,1412,N912DE,BNA,ATL,1200,1159,-1,16,1215,80,63,44,214,1359,3,1420,1402,-18,0,0,,,,,,,21,30,0.8,8.5,8.375,36,47,0.0,7.75,7.75
2015,1,17,6,MQ,3086,N506MQ,BNA,LGA,1140,1134,-6,12,1146,124,117,100,764,1426,5,1444,1431,-13,0,0,,,,,,,31,52,0.0,7.0,6.0,17,29,0.0,9.625,10.0
2015,6,26,5,MQ,3275,N506MQ,ORD,BNA,1959,2011,12,38,2049,87,107,62,409,2151,7,2126,2158,32,0,0,,20,0,12,0,0,62,66,0.0,9.625,9.0,71,91,0.0,4.625,9.625
2015,5,17,7,WN,3027,N736SA,MSY,BNA,1900,1950,50,10,2000,90,82,67,471,2107,5,2030,2112,42,0,0,,0,0,4,38,0,32,32,0.0,12.375,10.0,68,80,0.0,6.375,7.0
2015,12,10,4,WN,1019,N946WN,HOU,BNA,640,640,0,15,655,105,112,92,670,827,5,825,832,7,0,0,,,,,,,32,32,0.0,9.75,7.75,48,58,0.0,5.625,4.0
2015,4,12,7,WN,1530,N622SW,DAL,BNA,1850,1853,3,10,1903,100,94,79,623,2022,5,2030,2027,-3,0,0,,,,,,,60,78,0.0,7.875,8.5,49,78,0.0,5.625,9.875
2015,4,16,4,DL,1268,N326US,BNA,DTW,647,654,7,11,705,105,87,71,456,916,5,932,921,-11,0,0,,,,,,,60,64,0.0,7.0,6.375,45,53,0.0,9.375,9.0
2015,4,24,5,WN,1549,N366SW,CLE,BNA,1750,1758,8,12,1810,95,92,75,448,1825,5,1825,1830,5,0,0,,,,,,,33,45,0.0,6.75,10.0,43,66,0.0,4.5,9.0
2015,7,23,4,AA,1886,N756US,BNA,CLT,1250,1250,0,11,1301,81,69,49,328,1450,9,1511,1459,-12,0,0,,,,,,,70,82,0.0,3.625,6.0,71,96,0.0,4.0,10.0
2015,1,15,4,EV,5213,N724EV,LGA,BNA,1359,1425,26,15,1440,160,139,115,764,1535,9,1539,1544,5,0,0,,,,,,,25,32,0.0,8.375,9.875,26,40,0.0,2.75,10.0
2015,4,25,6,F9,241,N929FR,BNA,DEN,1245,1238,-7,7,1245,175,166,147,1014,1412,12,1440,1424,-16,0,0,,,,,,,55,80,0.0,7.25,7.5,39,65,0.0,4.375,9.875
2015,2,3,2,WN,220,N967WN,BNA,MSY,820,821,1,12,833,95,98,81,471,954,5,955,959,4,0,0,,,,,,,22,42,0.0,3.0,10.0,32,32,0.0,9.125,10.0
2015,3,17,2,WN,588,N463WN,BNA,PHL,2115,2109,-6,11,2120,110,112,93,675,2353,8,5,1,-4,0,0,,,,,,,45,61,0.0,7.125,8.5,32,32,0.0,6.375,9.0
2015,7,2,4,MQ,3589,N542MQ,BNA,LGA,755,822,27,9,831,130,118,102,764,1113,7,1105,1120,15,0,0,,0,0,0,0,15,68,83,0.0,5.5,7.125,65,77,0.0,3.875,10.0
2015,7,29,3,WN,2505,N7710A,BWI,BNA,1050,1120,30,8,1128,105,92,78,587,1146,6,1135,1152,17,0,0,,0,0,11,6,0,32,32,0.0,5.25,9.875,72,95,0.0,3.375,7.875
2015,8,2,7,MQ,3296,N501MQ,BNA,ORD,600,554,-6,12,606,107,91,72,409,718,7,747,725,-22,0,0,,,,,,,61,92,0.0,2.375,10.0,70,86,0.0,16.875,9.625
2015,7,26,7,WN,3034,N225WN,MDW,BNA,935,933,-2,9,942,75,73,59,395,1041,5,1050,1046,-4,0,0,,,,,,,67,79,0.0,5.625,10.0,65,95,0.0,2.875,10.0
2015,3,9,1,AA,385,N4XFAA,BNA,DFW,825,825,0,15,840,135,129,103,631,1023,11,1040,1034,-6,0,0,,,,,,,42,58,0.0,3.0,5.0,48,51,0.0,7.25,7.25
2015,11,27,5,WN,4205,N963WN,BNA,DAL,2100,2100,0,11,2111,120,114,97,623,2248,6,2300,2254,-6,0,0,,,,,,,55,65,0.0,7.0,10.0,41,70,0.0,14.375,8.25
2015,2,9,1,WN,479,N789SW,BNA,RDU,2055,2054,-1,9,2103,80,81,69,442,2312,3,2315,2315,0,0,0,,,,,,,34,55,0.1,7.875,7.125,69,92,0.0,3.25,6.125
2015,9,28,1,WN,392,N281WN,BWI,BNA,955,1007,12,8,1015,115,98,86,587,1041,4,1050,1045,-5,0,0,,,,,,,32,32,0.0,6.75,9.0,62,80,0.0,3.375,7.875
2015,1,29,4,WN,1814,N475WN,MSY,BNA,1500,1454,-6,7,1501,85,79,67,471,1608,5,1625,1613,-12,0,0,,,,,,,32,32,0.0,7.625,10.0,38,55,0.0,10.625,9.0
2015,3,20,5,DL,1565,N957AT,DTW,BNA,2155,2252,57,16,2308,94,91,71,456,2319,4,2229,2323,54,0,0,,0,0,54,0,0,31,48,0.0,6.25,10.0,48,54,0.0,3.5,6.125
2015,2,24,2,WN,4425,N218WN,DEN,BNA,1725,1746,21,15,1801,145,137,117,1014,2058,5,2050,2103,13,0,0,,,,,,,7,37,0.0,4.5,10.0,21,36,0.0,3.75,10.0
2015,7,8,3,EV,3831,N13161,BNA,EWR,1742,1829,47,17,1846,140,147,111,748,2137,19,2102,2156,54,0,0,,30,0,7,17,0,70,90,0.0,5.5,6.5,32,32,0.0,6.5,9.625
2015,11,16,1,EV,4700,N11181,BNA,EWR,1738,1734,-4,10,1744,134,124,100,748,2024,14,2052,2038,-14,0,0,,,,,,,44,58,0.0,5.125,10.0,32,32,0.0,8.75,10.0
2015,7,1,3,WN,604,N8614M,CLE,BNA,635,628,-7,6,634,100,76,64,448,638,6,715,644,-31,0,0,,,,,,,57,70,0.0,6.125,8.0,67,78,0.0,4.75,6.0
2015,1,18,7,WN,945,N617SW,LAX,BNA,1305,1330,25,11,1341,230,231,215,1797,1916,5,1855,1921,26,0,0,,1,0,13,12,0,32,32,0.0,2.875,10.0,38,52,0.0,7.5,8.5
2015,12,25,5,AA,2259,N4YPAA,DFW,BNA,1640,1651,11,12,1703,103,94,77,631,1820,5,1823,1825,2,0,0,,,,,,,48,68,0.0,6.125,7.75,56,64,0.0,3.5,6.125
2015,12,2,3,AA,1715,N831AW,CLT,BNA,1604,1602,-2,18,1620,83,96,67,328,1627,11,1627,1638,11,0,0,,,,,,,52,63,0.0,7.5,7.625,39,51,0.0,5.875,6.5
2015,8,9,7,WN,380,N7725A,MDW,BNA,755,753,-2,10,803,80,72,57,395,900,5,915,905,-10,0,0,,,,,,,67,74,0.0,4.375,8.25,66,94,0.0,2.875,10.0
2015,1,21,3,WN,1798,N288WN,HOU,BNA,945,940,-5,19,959,105,108,83,670,1122,6,1130,1128,-2,0,0,,,,,,,32,32,0.0,6.625,5.25,35,53,0.0,3.75,6.5
2015,5,30,6,WN,2662,N373SW,BNA,RDU,915,911,-4,11,922,85,85,69,442,1131,5,1140,1136,-4,0,0,,,,,,,67,82,0.0,7.0,7.25,70,92,0.0,3.25,6.5
2015,1,9,5,MQ,3418,N528MQ,LGA,BNA,1200,,,,,156,,,764,,,1336,,,0,1,C,,,,,,18,31,0.0,14.125,8.75,20,30,0.0,9.625,10.0
2015,5,1,5,WN,1815,N948WN,BNA,EWR,1945,1940,-5,9,1949,130,123,105,748,2234,9,2255,2243,-12,0,0,,,,,,,39,68,0.0,3.75,7.5,32,32,0.0,6.875,10.0
2015,4,10,5,WN,3144,N7811F,TPA,BNA,830,826,-4,10,836,110,103,88,612,904,5,920,909,-11,0,0,,,,,,,72,84,0.0,7.375,10.0,52,70,0.0,7.125,9.875
2015,3,9,1,WN,1517,N299WN,BNA,LGA,625,621,-4,9,630,125,110,96,764,906,5,930,911,-19,0,0,,,,,,,42,58,0.0,3.0,5.0,30,43,0.0,7.25,6.625
2015,5,22,5,OO,6395,N791SK,BNA,ORD,1333,1330,-3,15,1345,102,101,73,409,1458,13,1515,1511,-4,0,0,,,,,,,43,74,0.0,3.375,8.0,46,56,0.0,9.375,10.0
2015,11,25,3,OO,4833,N802SK,MSP,BNA,1430,1428,-2,20,1448,128,122,94,695,1622,8,1638,1630,-8,0,0,,,,,,,37,49,0.0,10.875,9.0,40,60,0.0,7.375,9.0
2015,7,3,5,OO,4450,N814SK,MSP,BNA,1550,1543,-7,23,1606,128,126,97,695,1743,6,1758,1749,-9,0,0,,,,,,,56,81,0.0,7.5,10.0,68,81,0.0,6.375,6.5
2015,1,15,4,US,1938,N708UW,BNA,CLT,1709,1704,-5,18,1722,76,79,55,328,1917,6,1925,1923,-2,0,0,,,,,,,26,40,0.0,2.75,10.0,30,43,0.0,2.625,8.0
2015,4,1,3,DL,2393,N929DL,BNA,ATL,530,528,-2,11,539,61,59,45,214,724,3,731,727,-4,0,0,,,,,,,48,70,0.0,5.125,7.75,55,79,0.0,3.75,6.25
2015,6,9,2,WN,848,N564WN,BNA,STL,1620,1626,6,8,1634,65,57,45,272,1719,4,1725,1723,-2,0,0,,,,,,,62,89,0.0,2.5,6.5,32,32,0.0,7.625,10.0
2015,2,10,2,WN,162,N742SW,BNA,HOU,1715,1713,-2,11,1724,135,120,104,670,1908,5,1930,1913,-17,0,0,,,,,,,31,41,0.1,6.375,7.5,32,32,0.0,7.75,10.0
2015,6,9,2,OO,4986,N715SK,BNA,IAH,836,836,0,12,848,125,112,94,657,1022,6,1041,1028,-13,0,0,,,,,,,62,89,0.0,2.5,6.5,32,32,0.0,5.125,10.0
2015,6,25,4,DL,1530,N308DE,ATL,BNA,1233,1302,29,17,1319,67,60,38,214,1257,5,1240,1302,22,0,0,,0,0,10,12,0,70,96,0.0,3.75,9.0,65,96,0.0,3.125,10.0
2015,3,3,2,MQ,3430,N543MQ,ORD,BNA,1249,1418,89,10,1428,85,74,60,409,1528,4,1414,1532,78,0,0,,0,0,58,20,0,24,34,0.0,13.25,9.125,37,60,0.0,6.375,4.0
2015,8,6,4,WN,651,N740SW,CMH,BNA,1910,1903,-7,7,1910,70,72,61,337,1911,4,1920,1915,-5,0,0,,,,,,,62,70,0.0,8.25,9.0,70,77,0.0,5.75,5.125
2015,5,15,5,AA,2242,N4XWAA,BNA,DFW,1555,1634,39,10,1644,125,126,106,631,1830,10,1800,1840,40,0,0,,1,0,1,38,0,64,80,0.0,7.125,8.5,68,75,0.0,10.5,7.25
2015,1,21,3,EV,4615,N15980,BNA,EWR,1810,1802,-8,11,1813,133,112,93,748,2046,8,2123,2054,-29,0,0,,,,,,,35,53,0.0,3.75,6.5,32,32,0.2,4.75,9.375
2015,8,5,3,AA,1361,N3FVAA,BNA,LAX,620,617,-3,17,634,264,256,233,1797,827,6,844,833,-11,0,0,,,,,,,71,89,0.0,3.25,9.5,32,32,0.0,4.125,10.0
2015,1,16,5,WN,4569,N223WN,BNA,JAX,1800,1759,-1,9,1808,85,76,63,483,2011,4,2025,2015,-10,0,0,,,,,,,27,48,0.0,4.125,10.0,45,58,0.0,5.5,7.375
2015,12,24,4,DL,2268,N916DE,ATL,BNA,1915,2148,153,15,2203,69,60,39,214,2142,6,1924,2148,144,0,0,,0,0,0,135,9,66,70,0.0,7.875,6.375,56,68,0.0,4.25,5.5
2015,8,3,1,WN,538,N8612K,BNA,BWI,550,547,-3,11,558,115,99,80,587,818,8,845,826,-19,0,0,,,,,,,63,94,0.0,3.5,10.0,32,32,0.0,9.875,10.0
2015,4,28,2,WN,673,N563WN,HOU,BNA,1045,1040,-5,8,1048,105,91,79,670,1207,4,1230,1211,-19,0,0,,,,,,,32,32,0.0,7.625,9.0,55,71,0.0,7.75,8.625
2015,1,25,7,MQ,3201,N503MQ,ORD,BNA,2005,2103,58,19,2122,85,80,57,409,2219,4,2130,2223,53,0,0,,0,0,0,34,19,26,35,0.0,16.625,6.5,36,52,0.0,7.75,4.25
2015,8,1,6,MQ,3662,N531MQ,LGA,BNA,950,957,7,15,1012,144,131,112,764,1104,4,1114,1108,-6,0,0,,,,,,,72,85,0.0,9.625,10.0,67,94,0.0,3.75,10.0
2015,6,24,3,WN,728,N357SW,BNA,CMH,950,948,-2,11,959,70,68,51,337,1150,6,1200,1156,-4,0,0,,,,,,,69,91,0.0,3.125,7.75,62,81,0.0,4.25,10.0
2015,7,18,6,MQ,3593,N518MQ,BNA,ORD,500,457,-3,9,506,104,89,70,409,616,10,644,626,-18,0,0,,,,,,,73,94,0.0,4.0,10.0,73,81,0.0,9.875,8.0
2015,8,17,1,WN,3075,N7719A,MCI,BNA,600,553,-7,8,601,85,79,66,491,707,5,725,712,-13,0,0,,,,,,,70,87,0.0,7.75,9.875,69,75,0.0,4.25,5.0
2015,9,30,3,WN,363,N931WN,BNA,PHX,935,943,8,9,952,230,212,198,1449,1110,5,1125,1115,-10,0,0,,,,,,,61,68,0.0,7.0,7.5,79,101,0.0,3.375,10.0
2015,2,20,5,AA,1360,N3GYAA,LAX,BNA,2325,,,,,225,,,1797,,,510,,,0,1,B,,,,,,32,32,0.0,3.75,10.0,5,31,0.0,6.0,7.125
2015,1,27,2,EV,4687,N13978,BNA,EWR,930,,,,,136,,,748,,,1246,,,0,1,C,,,,,,31,40,0.0,5.125,7.75,32,32,0.0,17.875,6.25
2015,8,21,5,MQ,3312,N941MQ,BNA,ORD,1712,1703,-9,20,1723,112,92,67,409,1830,5,1904,1835,-29,0,0,,,,,,,60,85,0.0,3.5,10.0,61,79,0.0,9.25,10.0
2015,9,8,2,WN,575,N219WN,BNA,LAS,910,906,-4,6,912,240,222,211,1587,1043,5,1110,1048,-22,0,0,,,,,,,66,91,0.0,3.75,10.0,75,91,0.0,3.625,10.0
2015,3,24,2,WN,233,N953WN,EWR,BNA,1555,1551,-4,12,1603,145,128,111,748,1654,5,1720,1659,-21,0,0,,,,,,,32,32,0.0,5.0,10.0,48,73,0.0,3.75,9.0
2015,5,12,2,WN,2602,N955WN,BNA,JAX,750,746,-4,8,754,85,81,69,483,1003,4,1015,1007,-8,0,0,,,,,,,59,74,0.0,5.875,6.25,71,93,0.0,3.875,8.5
2015,9,19,6,WN,2910,N913WN,BNA,MCO,1435,1445,10,8,1453,110,101,85,616,1718,8,1725,1726,1,0,0,,,,,,,62,81,0.0,4.75,8.625,32,32,0.0,4.75,9.375
2015,8,17,1,AA,1264,N3AWAA,BNA,DFW,600,557,-3,9,606,117,105,89,631,735,7,757,742,-15,0,0,,,,,,,69,75,0.0,4.25,5.0,75,97,0.0,5.25,9.875
2015,12,27,7,AA,2398,N488AA,BNA,DFW,1239,1235,-4,8,1243,131,129,116,631,1439,5,1450,1444,-6,0,0,,,,,,,61,70,0.0,7.125,5.25,43,52,0.0,20.0,9.125
2015,7,6,1,WN,4569,N953WN,BNA,PHX,905,903,-2,9,912,215,198,184,1449,1016,5,1040,1021,-19,0,0,,,,,,,68,86,0.0,4.0,6.5,80,100,0.0,5.25,10.0
2015,4,28,2,MQ,3478,N507MQ,BNA,ORD,500,453,-7,16,509,99,97,71,409,620,10,639,630,-9,0,0,,,,,,,55,71,0.0,7.75,8.625,42,47,0.0,10.375,8.625
2015,5,2,6,WN,2044,N559WN,BNA,LGA,1135,1134,-1,7,1141,130,117,103,764,1424,7,1445,1431,-14,0,0,,,,,,,45,75,0.0,3.125,10.0,43,62,0.0,5.375,10.0
2015,8,22,6,WN,18,N929WN,BNA,CHS,1730,1727,-3,7,1734,80,70,58,439,1932,5,1950,1937,-13,0,0,,,,,,,63,83,0.0,3.375,9.375,79,87,0.0,7.0,9.75
2015,1,19,1,WN,464,N552WN,BNA,MDW,1840,1902,22,8,1910,95,81,68,395,2018,5,2015,2023,8,0,0,,,,,,,38,60,0.0,5.125,8.0,29,36,0.0,6.875,8.0
2015,9,14,1,WN,2359,N203WN,BNA,LGA,1035,1042,7,7,1049,135,111,101,764,1330,3,1350,1333,-17,0,0,,,,,,,51,78,0.0,4.625,10.0,57,74,0.0,13.25,10.0
2015,9,3,4,WN,1154,N7816B,BNA,SEA,1055,1054,-1,14,1108,295,275,252,1978,1320,9,1350,1329,-21,0,0,,,,,,,68,94,0.0,2.0,9.75,46,64,0.0,3.25,6.75
2015,12,2,3,WN,2852,N452WN,LGA,BNA,1130,1125,-5,21,1146,155,155,129,764,1255,5,1305,1300,-5,0,0,,,,,,,32,32,0.0,5.25,5.75,39,51,0.0,5.875,6.5
2015,11,27,5,WN,6602,N8654B,BNA,LAX,1430,1430,0,11,1441,280,287,266,1797,1707,10,1710,1717,7,0,0,,,,,,,55,65,0.0,7.0,10.0,32,32,0.0,5.375,10.0
2015,3,19,4,WN,678,N212WN,BNA,LAX,745,744,-1,12,756,280,263,243,1797,959,8,1025,1007,-18,0,0,,,,,,,43,52,0.0,4.125,5.25,32,32,0.0,5.875,7.125
2015,9,22,2,MQ,3360,N526MQ,BNA,ORD,1429,1424,-5,13,1437,106,124,69,409,1546,42,1615,1628,13,0,0,,,,,,,51,81,0.0,4.5,10.0,58,74,0.0,7.875,10.0
2015,5,21,4,WN,680,N663SW,BWI,BNA,1125,1122,-3,12,1134,110,112,95,587,1209,5,1215,1214,-1,0,0,,,,,,,32,32,0.0,6.0,7.5,50,58,0.0,6.75,7.25
